Source Target Weight
The emperorZhuge Liang30
The emperorZhang Fei18
The emperorLiu Bei52
The emperorDong Cheng12
The emperorTen Constant Attendants4
The emperorImperial Father10
The emperorDong Zhuo15
The emperorZhao Yun10
The emperorEmperor Xian11
The emperorCao Cao64
The emperorWang Yun4
The emperorthe Prince of Ji8
The emperorLü Bu5
The emperorGuan Yu9
The emperorthe Prince of Jing6
The emperorMa Teng7
The emperorMa Chao6
The emperorDownriver Wu7
The emperorLiu Zhang4
The emperorZhang Song4
The emperorAugust Emperor4
Sun QuanLiu Bei39
Sun QuanZhuge Liang24
Sun QuanCao Cao31
Sun QuanZhao Yun4
Sun QuanLu Su9
Sun QuanZhang Zhao4
Sun QuanZhou Yu10
Sun QuanZhang Fei4
Sun QuanGuan Yu4
Emperor XianDong Zhuo9
Emperor XianCao Cao26
Emperor XianThe emperor11
Emperor XianLiu Bei14
Emperor XianZhuge Liang7
Guan YuZhao Yun42
Guan YuZhang Fei96
Guan YuLiu Bei131
Guan YuZhuge Liang45
Guan YuZhang Biao4
Guan YuZhang Bao4
Guan Yuthe Prince of Ji15
Guan YuYuan Shao12
Guan YuLü Bu11
Guan YuCao Cao99
Guan YuLü Bu,4
Guan YuXiahou Dun10
Guan YuZhang Liao7
Guan YuThe emperor9
Guan YuAugust Emperor4
Guan YuWen Chou6
Guan Yuthe Prince of Jing5
Guan YuCai Yang6
Guan YuHuang Zhong6
Guan YuMa Chao5
Guan YuLü Meng4
Guan YuSun Quan4
Guan YuDownriver Wu5
Guan YuLiu Feng4
Cao CaoDong Zhuo28
Cao CaoZhao Yun61
Cao CaoEmperor Xian26
Cao CaoEmperor Ling4
Cao CaoThe emperor64
Cao Caothe farmer4
Cao CaoLiu Bei345
Cao CaoLü Bu56
Cao CaoLü Bu,16
Cao CaoZhang Fei201
Cao CaoLü Bu.13
Cao Caothe prefect18
Cao CaoSun Jian4
Cao CaoThe soldier7
Cao CaoYuan Shao26
Cao Caothe Prince of Ji36
Cao CaoCao Bao7
Cao CaoZhang Bao10
Cao CaoGuan Yu99
Cao CaoLiu Biao8
Cao Caothe prince4
Cao CaoChen Gong17
Cao CaoXiahou Dun66
Cao CaoHou Cheng7
Cao CaoZhang Liao27
Cao CaoDong Cheng7
Cao CaoImperial Father5
Cao CaoJi Ping18
Cao CaoAugust Emperor5
Cao CaoXu You4
Cao CaoWen Chou7
Cao CaoCai Yang6
Cao Caothe Prince of Jing17
Cao CaoKuai Yue17
Cao CaoCai Mao11
Cao CaoThe master8
Cao CaoXu Shu12
Cao CaoSun Quan31
Cao CaoZhuge Liang186
Cao CaoLiu Cong14
Cao CaoLiu Qi4
Cao CaoConsort Gan4
Cao CaoDownriver Wu7
Cao CaoLu Su25
Cao CaoZhang Zhao10
Cao CaoWu Fan10
Cao CaoZhou Yu62
Cao CaoHuang Gai25
Cao CaoJiang Gan13
Cao CaoThe grand marshal5
Cao CaoJia Xu6
Cao Caothe young lady6
Cao CaoMa Teng9
Cao CaoMa Chao47
Cao CaoMa Da4
Cao CaoZhang Lu13
Cao CaoLiu Zhang11
Cao CaoZhang Song10
Cao CaoYang Xiu8
Cao CaoQin Fu4
Cao CaoWei Yan9
Cao CaoHuang Zhong13
Cao CaoYan Yan4
Cao CaoYi Ji6
Cao CaoLiu Feng7
Cao CaoChen Deng4
Liu BeiGuan Yu131
Liu BeiZhang Fei263
Liu BeiZhang Yi6
Liu BeiZhao Yun120
Liu BeiJian Xianhe12
Liu BeiZhuge Liang238
Liu BeiThe grand marshal15
Liu BeiZhang Biao11
Liu BeiZhang Bao14
Liu BeiThe emperor52
Liu BeiTen Constant Attendants8
Liu BeiDuan Gui4
Liu BeiDong Cheng12
Liu Beithe prefect26
Liu BeiImperial Father8
Liu BeiDong Zhuo35
Liu BeiCao Cao345
Liu BeiLü Bu75
Liu BeiLü Bu,19
Liu BeiLü Bu.13
Liu BeiSun Jian7
Liu BeiYuan Shao27
Liu Beithe Prince of Ji66
Liu BeiLiu Biao23
Liu Beithe prince7
Liu BeiChen Gong10
Liu BeiYuan Shu12
Liu BeiJi Ling15
Liu BeiCao Bao4
Liu BeiHou Cheng5
Liu BeiZhang Liao10
Liu BeiEmperor Xian14
Liu BeiEmperor Ling7
Liu Beithe Prince of Jing40
Liu BeiWu Zilan6
Liu BeiJi Ping6
Liu BeiChe Zhou5
Liu BeiAugust Emperor9
Liu BeiWen Chou9
Liu BeiGong Gu6
Liu BeiKuai Yue13
Liu BeiCai Mao10
Liu BeiXu Shu18
Liu BeiSun Quan39
Liu BeiLiu Zhang22
Liu BeiXiahou Dun10
Liu BeiLiu Feng10
Liu BeiLiu Cong13
Liu BeiLiu Qi5
Liu BeiDownriver Wu11
Liu BeiLu Su32
Liu BeiZhou Yu50
Liu Beithe troops of Wu6
Liu Beithe young lady13
Liu BeiThe young lady5
Liu BeiPang Tong20
Liu BeiWei Yan6
Liu BeiHuang Zhong9
Liu BeiMa Chao13
Liu BeiZhang Lu8
Liu BeiZhang Song13
Liu BeiQin Fu9
Liu BeiYan Yan6
Liu BeiLiu Shan11
Liu BeiMeng Da4
Liu BeiLü Meng6
Zhuge LiangThe emperor30
Zhuge LiangZhang Fei144
Zhuge LiangLiu Bei238
Zhuge LiangThe grand marshal9
Zhuge LiangGuan Yu45
Zhuge LiangZhang Biao5
Zhuge LiangZhang Bao9
Zhuge LiangXu Shu9
Zhuge Liangthe prefect8
Zhuge LiangZhao Yun78
Zhuge LiangSun Quan24
Zhuge LiangEmperor Xian7
Zhuge LiangCao Cao186
Zhuge LiangLiu Zhang17
Zhuge LiangXiahou Dun26
Zhuge LiangLiu Feng11
Zhuge Liangthe Prince of Ji14
Zhuge LiangLiu Cong9
Zhuge Liangthe Prince of Jing14
Zhuge LiangLiu Qi5
Zhuge LiangDownriver Wu9
Zhuge LiangLu Su38
Zhuge LiangZhou Yu58
Zhuge LiangHuang Gai4
Zhuge LiangLittle Qiao4
Zhuge LiangJiang Gan4
Zhuge LiangMei Zhu4
Zhuge Liangthe young lady8
Zhuge LiangPang Tong30
Zhuge LiangZhao Fan4
Zhuge LiangWei Yan19
