Source Target Weight
Emperor XianCao Cao6
Zhang RangHe Jin4
Zhang BaoZhu Jun5
Zhang BaoLiu Bei5
Zhang BaoZhang Fei5
Zhang BaoFirst Ruler6
Zhang BaoGuan Xing18
Zhang BaoLi Yi4
Zhang BaoSun Huan4
Zhang BaoHuang Zhong4
He JinCao Cao6
He JinYuan Shao5
He JinZhang Rang4
Zhu JunHuangfu Song7
Zhu JunZhang Bao5
Zhu JunLiu Bei12
Zhu JunSun Jian4
Zhu JunGuo Si4
Zhu JunYang Biao4
Lu ZhiHuangfu Song4
Lu ZhiLiu Bei6
Huangfu SongZhu Jun7
Huangfu SongLu Zhi4
Huangfu SongLiu Bei4
Zhou JingLiu Bei4
Imperial ProtectorLiu Bei45
Imperial ProtectorZhang Fei4
Imperial ProtectorGuan Yu4
Imperial ProtectorDong Zhuo5
Imperial ProtectorSun Jian5
Imperial ProtectorHan Fu5
Imperial ProtectorLiu Dai5
Imperial ProtectorTao Qian8
Imperial ProtectorLiu Biao12
Imperial ProtectorYuan Shao7
Imperial ProtectorYuan Shu4
Imperial ProtectorCao Cao21
Imperial ProtectorMi Zhu5
Imperial ProtectorLiu Yao5
Imperial ProtectorLu Bu4
Imperial ProtectorSun Quan4
Imperial ProtectorZhang Lu4
Imperial ProtectorZhuge Liang5
Imperial ProtectorLiu Qi4
Imperial ProtectorLiu Zhang16
Imperial ProtectorZhang Song4
Imperial ProtectorHuang Quan7
Imperial ProtectorFa Zheng4
Liu BeiGongsun Zan14
Liu BeiLu Zhi6
Liu BeiZhang Fei111
Liu BeiGuan Yu124
Liu BeiZhou Jing4
Liu BeiImperial Protector45
Liu BeiCheng Yu9
Liu BeiZhu Jun12
Liu BeiZhang Bao5
Liu BeiHuangfu Song4
Liu BeiDong Zhuo5
Liu BeiCao Cao195
Liu BeiSun Jian4
Liu BeiYuan Shao46
Liu BeiLu Bu74
Liu BeiZhao Yun73
Liu BeiKong Rong9
Liu BeiMi Zhu21
Liu BeiTao Qian15
Liu BeiYu Ji6
Liu BeiYu Jin6
Liu BeiGuo Jia6
Liu BeiYuan Shu26
Liu BeiChen Gong7
Liu BeiPrime Minister23
